"","GEO.id","GEO.id2","GEO.display.label","Total_Pop","Male","Female","Age_0_14","Age_15_24","Age_25_64","Age_65_older","White_NonHisp","Black_NonHisp","Asian","Hisp","OtherRace","Median_Income_and_Benefits","Pct_Fam_Below_PovLine","Unemp_Rate"
"316","1400000US17031250600",17031250600,"Census Tract 2506, Cook County, Illinois",4991,2152,2839,949,1136,2431,475,113,4491,0,303,84,"41705","23.8","12.0"
"317","1400000US17031250700",17031250700,"Census Tract 2507, Cook County, Illinois",6227,2723,3504,1536,818,3348,525,0,6116,18,93,0,"30470","21.0","15.6"
"318","1400000US17031250800",17031250800,"Census Tract 2508, Cook County, Illinois",2335,998,1337,511,411,1156,257,31,2055,0,249,0,"37721","25.4","9.2"
"319","1400000US17031251000",17031251000,"Census Tract 2510, Cook County, Illinois",1355,522,833,380,243,647,85,0,1193,0,162,0,"25542","39.7","12.1"
"320","1400000US17031251100",17031251100,"Census Tract 2511, Cook County, Illinois",4882,2394,2488,1087,803,2234,758,60,4267,0,384,171,"27906","28.8","14.8"
"321","1400000US17031251200",17031251200,"Census Tract 2512, Cook County, Illinois",3729,1895,1834,757,568,1945,459,24,3303,0,214,188,"41324","22.5","9.2"
"322","1400000US17031251300",17031251300,"Census Tract 2513, Cook County, Illinois",4892,2172,2720,1025,877,2482,508,15,4546,0,322,9,"32665","16.6","12.1"
"323","1400000US17031251400",17031251400,"Census Tract 2514, Cook County, Illinois",4094,1748,2346,756,572,2142,624,231,3617,0,246,0,"32128","24.5","7.5"
"324","1400000US17031251500",17031251500,"Census Tract 2515, Cook County, Illinois",4192,1874,2318,1168,683,2074,267,126,4014,5,47,0,"32436","18.5","19.2"
"325","1400000US17031251600",17031251600,"Census Tract 2516, Cook County, Illinois",3326,1557,1769,702,639,1598,387,15,3152,24,135,0,"28478","32.4","17.7"
"326","1400000US17031251700",17031251700,"Census Tract 2517, Cook County, Illinois",1740,732,1008,395,299,828,218,23,1502,13,191,11,"27321","33.2","8.8"
"327","1400000US17031251800",17031251800,"Census Tract 2518, Cook County, Illinois",5226,2335,2891,1344,892,2500,490,35,5158,0,23,10,"28750","29.7","17.8"
"328","1400000US17031251900",17031251900,"Census Tract 2519, Cook County, Illinois",5649,2698,2951,1397,836,2878,538,172,5352,39,72,14,"21698","36.2","16.7"
"329","1400000US17031252000",17031252000,"Census Tract 2520, Cook County, Illinois",5844,2253,3591,1357,978,2986,523,97,5399,6,342,0,"22750","31.2","11.8"
"330","1400000US17031252101",17031252101,"Census Tract 2521.01, Cook County, Illinois",1698,657,1041,318,263,872,245,276,1319,0,103,0,"30294","32.1","6.1"
"331","1400000US17031252102",17031252102,"Census Tract 2521.02, Cook County, Illinois",6054,2979,3075,1180,967,2840,1067,0,6017,0,0,37,"26539","22.8","16.6"
"332","1400000US17031252201",17031252201,"Census Tract 2522.01, Cook County, Illinois",2890,1351,1539,343,442,1538,567,152,2730,5,3,0,"29016","37.2","19.1"
"333","1400000US17031252202",17031252202,"Census Tract 2522.02, Cook County, Illinois",3940,2369,1571,1030,409,2014,487,23,3893,0,13,11,"34632","28.5","16.2"
"334","1400000US17031260100",17031260100,"Census Tract 2601, Cook County, Illinois",1237,525,712,300,277,469,191,77,1160,0,0,0,"12356","53.6","9.6"
"335","1400000US17031260200",17031260200,"Census Tract 2602, Cook County, Illinois",1196,490,706,327,263,501,105,0,1196,0,0,0,"29000","24.1","24.2"
"336","1400000US17031260300",17031260300,"Census Tract 2603, Cook County, Illinois",1724,852,872,516,303,734,171,24,1674,0,17,9,"22500","40.6","19.8"
"337","1400000US17031260400",17031260400,"Census Tract 2604, Cook County, Illinois",1190,565,625,362,148,517,163,11,1166,2,1,10,"26103","38.3","11.0"
"338","1400000US17031260500",17031260500,"Census Tract 2605, Cook County, Illinois",1327,705,622,156,173,828,170,5,1322,0,0,0,"22350","40.1","14.9"
"339","1400000US17031260600",17031260600,"Census Tract 2606, Cook County, Illinois",3355,1444,1911,1115,731,1267,242,107,3208,0,11,29,"22986","45.1","13.9"
"340","1400000US17031260700",17031260700,"Census Tract 2607, Cook County, Illinois",2297,1253,1044,634,483,1042,138,0,2269,17,11,0,"25224","48.5","5.3"
"341","1400000US17031260800",17031260800,"Census Tract 2608, Cook County, Illinois",2242,1098,1144,430,562,1069,181,38,2048,0,156,0,"28563","32.8","11.0"
"342","1400000US17031260900",17031260900,"Census Tract 2609, Cook County, Illinois",1898,898,1000,496,347,941,114,41,1808,0,17,32,"28750","39.4","9.8"
"343","1400000US17031261000",17031261000,"Census Tract 2610, Cook County, Illinois",2498,1227,1271,851,432,1035,180,0,2484,0,14,0,"34648","33.6","13.0"
"344","1400000US17031270500",17031270500,"Census Tract 2705, Cook County, Illinois",1838,759,1079,517,387,710,224,43,1673,0,79,43,"20795","54.4","12.3"
"345","1400000US17031271200",17031271200,"Census Tract 2712, Cook County, Illinois",1222,469,753,226,279,576,141,15,1207,0,0,0,"30183","36.1","2.3"
"346","1400000US17031271300",17031271300,"Census Tract 2713, Cook County, Illinois",1093,463,630,288,156,417,232,23,1058,0,12,0,"23438","46.6","6.7"
"347","1400000US17031271400",17031271400,"Census Tract 2714, Cook County, Illinois",1396,620,776,369,304,632,91,36,1336,0,24,0,"28155","24.7","7.2"
"348","1400000US17031271500",17031271500,"Census Tract 2715, Cook County, Illinois",1417,520,897,390,204,683,140,4,1405,0,0,8,"27477","40.6","12.9"
"349","1400000US17031271800",17031271800,"Census Tract 2718, Cook County, Illinois",635,256,379,290,93,176,76,12,623,0,0,0,"34357","17.9","4.1"
"350","1400000US17031280100",17031280100,"Census Tract 2801, Cook County, Illinois",4581,2283,2298,228,383,3880,90,3403,241,438,380,119,"93598","0.0","3.2"
"351","1400000US17031280400",17031280400,"Census Tract 2804, Cook County, Illinois",893,290,603,164,122,585,22,185,667,20,21,0,"44554","30.0","3.0"
"352","1400000US17031280800",17031280800,"Census Tract 2808, Cook County, Illinois",495,284,211,99,62,243,91,62,425,0,8,0,"18542","24.2","14.2"
"353","1400000US17031280900",17031280900,"Census Tract 2809, Cook County, Illinois",952,438,514,344,138,400,70,15,887,0,50,0,"14063","58.5","12.9"
"354","1400000US17031281900",17031281900,"Census Tract 2819, Cook County, Illinois",3802,1965,1837,156,683,2844,119,2199,386,984,94,139,"86199","5.8","4.4"
"355","1400000US17031282700",17031282700,"Census Tract 2827, Cook County, Illinois",2648,1353,1295,461,601,1531,55,326,1149,153,991,29,"62572","21.8","4.0"
"356","1400000US17031282800",17031282800,"Census Tract 2828, Cook County, Illinois",1774,895,879,317,152,1186,119,846,319,227,323,59,"46801","1.4","9.8"
"357","1400000US17031283100",17031283100,"Census Tract 2831, Cook County, Illinois",2485,1169,1316,371,569,1345,200,729,994,565,144,53,"29923","35.8","5.5"
"358","1400000US17031283200",17031283200,"Census Tract 2832, Cook County, Illinois",1190,564,626,179,226,759,26,301,468,292,115,14,"55096","12.1","12.6"
"359","1400000US17031283800",17031283800,"Census Tract 2838, Cook County, Illinois",2966,1523,1443,495,479,1709,283,751,1551,251,338,75,"54875","9.6","12.8"
"360","1400000US17031290900",17031290900,"Census Tract 2909, Cook County, Illinois",4361,1845,2516,1265,900,1861,335,67,4007,0,139,148,"22833","43.5","5.1"
"361","1400000US17031291200",17031291200,"Census Tract 2912, Cook County, Illinois",2360,1085,1275,859,533,858,110,2,2296,0,0,62,"17926","56.4","15.0"
"362","1400000US17031291600",17031291600,"Census Tract 2916, Cook County, Illinois",987,585,402,266,154,526,41,80,199,0,690,18,"43611","57.0","4.6"
"363","1400000US17031292200",17031292200,"Census Tract 2922, Cook County, Illinois",2850,1248,1602,487,740,1414,209,110,2674,51,0,15,"25331","34.2","5.8"
"364","1400000US17031292400",17031292400,"Census Tract 2924, Cook County, Illinois",2040,901,1139,691,251,886,212,91,1926,0,23,0,"23179","44.8","8.2"
"365","1400000US17031292500",17031292500,"Census Tract 2925, Cook County, Illinois",3959,1912,2047,754,812,1968,425,9,3941,0,0,9,"30714","30.1","9.1"
"366","1400000US17031300500",17031300500,"Census Tract 3005, Cook County, Illinois",2988,1609,1379,764,707,1448,69,0,90,0,2898,0,"39375","20.8","11.5"
"367","1400000US17031300600",17031300600,"Census Tract 3006, Cook County, Illinois",3243,1758,1485,962,613,1496,172,169,490,3,2581,0,"36138","28.8","10.4"
"368","1400000US17031300700",17031300700,"Census Tract 3007, Cook County, Illinois",4501,2296,2205,1245,830,2238,188,91,163,0,4247,0,"32917","33.2","8.6"
"369","1400000US17031300800",17031300800,"Census Tract 3008, Cook County, Illinois",4083,2412,1671,945,614,2353,171,175,0,0,3897,11,"31644","34.2","6.9"
"370","1400000US17031300900",17031300900,"Census Tract 3009, Cook County, Illinois",3854,2227,1627,949,875,1878,152,175,63,3,3613,0,"27681","41.3","9.1"
"371","1400000US17031301100",17031301100,"Census Tract 3011, Cook County, Illinois",2411,1296,1115,534,545,1197,135,25,66,0,2320,0,"32361","28.2","11.9"
"372","1400000US17031301200",17031301200,"Census Tract 3012, Cook County, Illinois",4087,2235,1852,972,727,2155,233,293,263,0,3531,0,"36938","37.3","9.2"
"373","1400000US17031301600",17031301600,"Census Tract 3016, Cook County, Illinois",4399,1956,2443,1423,716,2068,192,69,3,2,4325,0,"28664","27.6","12.8"
"374","1400000US17031301701",17031301701,"Census Tract 3017.01, Cook County, Illinois",4662,2466,2196,1395,790,2375,102,80,1,1,4580,0,"44830","20.0","3.2"
"375","1400000US17031301702",17031301702,"Census Tract 3017.02, Cook County, Illinois",3551,1883,1668,1132,385,1825,209,61,0,0,3490,0,"32833","25.9","5.2"
"376","1400000US17031301801",17031301801,"Census Tract 3018.01, Cook County, Illinois",4127,2002,2125,1221,740,1875,291,39,157,0,3919,12,"35245","26.7","9.9"
"377","1400000US17031301802",17031301802,"Census Tract 3018.02, Cook County, Illinois",2563,1486,1077,686,549,1158,170,113,2,0,2448,0,"31250","23.6","7.0"
"378","1400000US17031301803",17031301803,"Census Tract 3018.03, Cook County, Illinois",4795,2427,2368,1368,819,2393,215,62,0,0,4733,0,"35938","36.6","12.7"
"379","1400000US17031310200",17031310200,"Census Tract 3102, Cook County, Illinois",1327,733,594,158,302,790,77,571,0,7,743,6,"55089","18.3","5.5"
"380","1400000US17031310300",17031310300,"Census Tract 3103, Cook County, Illinois",1383,711,672,140,223,879,141,433,59,3,861,27,"48462","1.5","4.8"
"381","1400000US17031310400",17031310400,"Census Tract 3104, Cook County, Illinois",1363,727,636,232,225,800,106,189,140,12,1017,5,"28636","0.0","12.9"
"382","1400000US17031310500",17031310500,"Census Tract 3105, Cook County, Illinois",1756,907,849,458,356,826,116,62,0,0,1691,3,"25455","52.5","10.0"
"383","1400000US17031310600",17031310600,"Census Tract 3106, Cook County, Illinois",5048,2577,2471,887,821,2815,525,800,440,144,3492,172,"30619","19.1","13.1"
"384","1400000US17031310700",17031310700,"Census Tract 3107, Cook County, Illinois",1800,1076,724,332,306,983,179,153,76,10,1561,0,"24079","46.0","7.5"
"385","1400000US17031310800",17031310800,"Census Tract 3108, Cook County, Illinois",5077,2766,2311,1070,714,2946,347,516,32,0,4529,0,"40871","19.0","11.0"
"386","1400000US17031310900",17031310900,"Census Tract 3109, Cook County, Illinois",5622,3193,2429,1443,1004,2912,263,490,84,47,4871,130,"36086","31.4","9.0"
"387","1400000US17031320100",17031320100,"Census Tract 3201, Cook County, Illinois",8222,3975,4247,358,985,5787,1092,5643,519,1376,577,107,"96896","8.3","2.7"
"388","1400000US17031320400",17031320400,"Census Tract 3204, Cook County, Illinois",1143,482,661,10,633,442,58,808,142,113,41,39,"87250","0.0","10.0"
"389","1400000US17031320600",17031320600,"Census Tract 3206, Cook County, Illinois",3470,1579,1891,168,693,2358,251,2032,670,567,50,151,"68644","4.3","2.2"
"390","1400000US17031330100",17031330100,"Census Tract 3301, Cook County, Illinois",14321,6830,7491,1293,947,10705,1376,6822,3938,2183,931,447,"74607","5.6","3.5"
"391","1400000US17031330200",17031330200,"Census Tract 3302, Cook County, Illinois",3856,1750,2106,795,338,2336,387,1695,1102,803,208,48,"76467","7.2","4.6"
"392","1400000US17031340300",17031340300,"Census Tract 3403, Cook County, Illinois",1991,987,1004,327,337,918,409,269,0,1419,187,116,"24861","26.0","4.4"
"393","1400000US17031340400",17031340400,"Census Tract 3404, Cook County, Illinois",2089,1126,963,487,188,1265,149,381,1,1500,33,174,"39688","16.0","6.2"
"394","1400000US17031340500",17031340500,"Census Tract 3405, Cook County, Illinois",1755,935,820,159,244,760,592,723,159,475,307,91,"25515","28.5","4.6"
"395","1400000US17031340600",17031340600,"Census Tract 3406, Cook County, Illinois",1141,433,708,223,260,469,189,0,1137,0,0,4,"12333","67.5","21.3"
"396","1400000US17031350100",17031350100,"Census Tract 3501, Cook County, Illinois",2011,873,1138,141,263,1405,202,275,1151,425,85,75,"38459","3.5","6.4"
"397","1400000US17031350400",17031350400,"Census Tract 3504, Cook County, Illinois",719,312,407,280,142,281,16,0,673,0,46,0,"6696","54.6","10.0"
"398","1400000US17031351000",17031351000,"Census Tract 3510, Cook County, Illinois",3688,1534,2154,454,649,2108,477,94,2768,795,0,31,"44588","5.1","9.5"
"399","1400000US17031351100",17031351100,"Census Tract 3511, Cook County, Illinois",2146,883,1263,877,259,841,169,0,2146,0,0,0,"11925","59.1","26.7"
"400","1400000US17031351400",17031351400,"Census Tract 3514, Cook County, Illinois",1369,579,790,333,192,687,157,33,1196,29,111,0,"10670","49.1","15.4"
"401","1400000US17031351500",17031351500,"Census Tract 3515, Cook County, Illinois",135,66,69,12,29,94,0,0,87,48,0,0,"29609","14.6","37.4"
"402","1400000US17031360200",17031360200,"Census Tract 3602, Cook County, Illinois",1011,407,604,289,112,471,139,0,969,0,28,14,"16338","49.7","25.2"
"403","1400000US17031380100",17031380100,"Census Tract 3801, Cook County, Illinois",2274,959,1315,464,228,1281,301,126,2141,1,0,6,"19936","36.9","15.4"
"404","1400000US17031380200",17031380200,"Census Tract 3802, Cook County, Illinois",1598,683,915,188,68,649,693,72,1501,0,9,16,"18176","35.6","3.8"
"405","1400000US17031380500",17031380500,"Census Tract 3805, Cook County, Illinois",412,186,226,222,57,133,0,4,405,0,0,3,"24728","51.0","9.5"
"406","1400000US17031380700",17031380700,"Census Tract 3807, Cook County, Illinois",1428,607,821,272,230,670,256,259,1089,8,55,17,"29052","16.5","12.5"
"407","1400000US17031381200",17031381200,"Census Tract 3812, Cook County, Illinois",2206,993,1213,446,203,1240,317,137,2014,0,10,45,"35750","16.9","18.9"
"408","1400000US17031381400",17031381400,"Census Tract 3814, Cook County, Illinois",1607,694,913,377,133,1015,82,44,1448,0,115,0,"52823","21.3","28.1"
"409","1400000US17031381500",17031381500,"Census Tract 3815, Cook County, Illinois",408,14,394,77,75,256,0,3,394,11,0,0,"27214","3.8","29.9"
"410","1400000US17031381700",17031381700,"Census Tract 3817, Cook County, Illinois",0,0,0,0,0,0,0,0,0,0,0,0,"-","-","-"
"411","1400000US17031381800",17031381800,"Census Tract 3818, Cook County, Illinois",1109,502,607,261,120,601,127,88,919,0,79,23,"22778","27.6","14.8"
"412","1400000US17031381900",17031381900,"Census Tract 3819, Cook County, Illinois",1520,564,956,465,266,638,151,27,1462,0,0,31,"36020","10.4","8.0"
"413","1400000US17031390100",17031390100,"Census Tract 3901, Cook County, Illinois",1377,678,699,334,140,833,70,54,1268,13,6,36,"37222","20.1","7.0"
"414","1400000US17031390200",17031390200,"Census Tract 3902, Cook County, Illinois",1800,845,955,301,172,1182,145,59,1550,166,1,24,"66277","21.1","8.7"
"415","1400000US17031390300",17031390300,"Census Tract 3903, Cook County, Illinois",2734,1309,1425,710,274,1336,414,142,2525,25,42,0,"26263","44.6","8.5"
"416","1400000US17031390400",17031390400,"Census Tract 3904, Cook County, Illinois",2970,1206,1764,711,290,1486,483,109,2726,5,95,35,"21654","34.8","6.9"
"417","1400000US17031390500",17031390500,"Census Tract 3905, Cook County, Illinois",1415,538,877,169,184,880,182,292,907,120,88,8,"41500","14.4","8.6"
"418","1400000US17031390600",17031390600,"Census Tract 3906, Cook County, Illinois",1977,853,1124,370,309,1066,232,773,912,141,20,131,"55650","8.8","6.1"
"419","1400000US17031390700",17031390700,"Census Tract 3907, Cook County, Illinois",5733,2603,3130,448,854,3334,1097,1699,2599,966,311,158,"46979","7.1","6.7"
"420","1400000US17031400300",17031400300,"Census Tract 4003, Cook County, Illinois",1725,823,902,351,218,957,199,8,1689,0,28,0,"40938","20.2","10.4"
"421","1400000US17031400400",17031400400,"Census Tract 4004, Cook County, Illinois",1410,544,866,386,201,641,182,8,1363,8,24,7,"19904","30.3","19.8"
"422","1400000US17031400500",17031400500,"Census Tract 4005, Cook County, Illinois",1923,998,925,488,363,881,191,9,1893,0,0,21,"21319","39.6","8.4"
"423","1400000US17031400800",17031400800,"Census Tract 4008, Cook County, Illinois",2337,983,1354,856,368,889,224,2,2304,0,1,30,"14433","63.2","17.4"
"424","1400000US17031410100",17031410100,"Census Tract 4101, Cook County, Illinois",1721,885,836,231,199,1129,162,405,804,100,323,89,"32372","18.8","4.4"
"425","1400000US17031410200",17031410200,"Census Tract 4102, Cook County, Illinois",1082,558,524,113,230,676,63,446,427,150,0,59,"25930","15.4","3.1"
"426","1400000US17031410500",17031410500,"Census Tract 4105, Cook County, Illinois",2487,1123,1364,391,589,1379,128,626,1484,160,190,27,"38266","20.4","9.1"
"427","1400000US17031410600",17031410600,"Census Tract 4106, Cook County, Illinois",2388,986,1402,340,573,1312,163,1029,960,222,118,59,"47311","6.5","2.1"
"428","1400000US17031410700",17031410700,"Census Tract 4107, Cook County, Illinois",2146,1040,1106,232,534,1118,262,1078,450,228,257,133,"37382","5.6","5.0"
"429","1400000US17031410800",17031410800,"Census Tract 4108, Cook County, Illinois",3066,1458,1608,301,340,1958,467,1105,1198,454,200,109,"39901","21.1","4.8"
"430","1400000US17031410900",17031410900,"Census Tract 4109, Cook County, Illinois",3700,1856,1844,500,885,1890,425,1766,1206,238,386,104,"55109","10.8","5.9"
"431","1400000US17031411000",17031411000,"Census Tract 4110, Cook County, Illinois",3724,1674,2050,256,743,1787,938,2177,980,273,175,119,"45407","12.6","3.9"
"432","1400000US17031411100",17031411100,"Census Tract 4111, Cook County, Illinois",2268,1029,1239,418,360,1139,351,1638,70,492,54,14,"76875","8.6","2.9"
"433","1400000US17031411200",17031411200,"Census Tract 4112, Cook County, Illinois",1689,849,840,206,301,863,319,1191,174,232,55,37,"62303","11.4","4.2"
"434","1400000US17031420100",17031420100,"Census Tract 4201, Cook County, Illinois",1133,415,718,271,25,674,163,51,1032,9,41,0,"16725","35.1","2.9"
"435","1400000US17031420200",17031420200,"Census Tract 4202, Cook County, Illinois",1768,890,878,356,271,982,159,418,1208,39,44,59,"30259","21.5","10.8"
"436","1400000US17031420300",17031420300,"Census Tract 4203, Cook County, Illinois",1812,875,937,382,601,789,40,528,993,222,66,3,"36325","28.2","9.0"
"437","1400000US17031420400",17031420400,"Census Tract 4204, Cook County, Illinois",1591,702,889,258,341,774,218,167,1181,154,38,51,"30144","21.2","11.1"
"438","1400000US17031420500",17031420500,"Census Tract 4205, Cook County, Illinois",2345,905,1440,669,366,959,351,8,2311,0,10,16,"23325","33.3","18.0"
"439","1400000US17031420600",17031420600,"Census Tract 4206, Cook County, Illinois",2163,1061,1102,509,266,947,441,34,2119,0,0,10,"22250","37.7","15.6"
"440","1400000US17031420700",17031420700,"Census Tract 4207, Cook County, Illinois",3074,1446,1628,513,523,1685,353,13,3025,0,36,0,"30069","38.5","15.0"
"441","1400000US17031420800",17031420800,"Census Tract 4208, Cook County, Illinois",2465,1154,1311,469,658,1135,203,73,2283,0,70,39,"31786","34.9","18.0"
"442","1400000US17031421200",17031421200,"Census Tract 4212, Cook County, Illinois",1527,703,824,209,279,847,192,0,1527,0,0,0,"18049","28.4","25.0"
"443","1400000US17031430101",17031430101,"Census Tract 4301.01, Cook County, Illinois",4353,1853,2500,1177,789,1991,396,72,3926,0,0,355,"28221","26.8","14.3"
"444","1400000US17031430102",17031430102,"Census Tract 4301.02, Cook County, Illinois",3166,1576,1590,514,238,2091,323,13,3128,0,0,25,"27198","17.3","6.3"
"445","1400000US17031430200",17031430200,"Census Tract 4302, Cook County, Illinois",4598,2086,2512,1004,604,2380,610,101,4140,0,191,166,"24085","36.6","6.2"
"446","1400000US17031430300",17031430300,"Census Tract 4303, Cook County, Illinois",2230,852,1378,477,231,1253,269,0,2188,0,29,13,"41225","23.2","13.0"
"447","1400000US17031430400",17031430400,"Census Tract 4304, Cook County, Illinois",3096,1511,1585,693,721,1265,417,33,3012,0,0,51,"24005","24.1","19.7"
"448","1400000US17031430500",17031430500,"Census Tract 4305, Cook County, Illinois",3506,1594,1912,739,620,1865,282,1,3440,0,0,65,"23573","31.5","11.7"
"449","1400000US17031430600",17031430600,"Census Tract 4306, Cook County, Illinois",1600,687,913,278,250,910,162,23,1569,0,0,8,"31086","18.0","15.6"
"450","1400000US17031430700",17031430700,"Census Tract 4307, Cook County, Illinois",2296,1145,1151,348,328,1383,237,84,2104,0,49,59,"31250","42.7","11.5"
"451","1400000US17031430800",17031430800,"Census Tract 4308, Cook County, Illinois",2038,912,1126,472,198,1132,236,26,1968,0,14,30,"33060","20.7","8.5"
"452","1400000US17031430900",17031430900,"Census Tract 4309, Cook County, Illinois",1486,630,856,233,274,753,226,0,1486,0,0,0,"23813","20.4","11.7"
"453","1400000US17031431200",17031431200,"Census Tract 4312, Cook County, Illinois",2640,1229,1411,401,274,1446,519,47,2497,0,46,50,"46414","11.4","13.0"
"454","1400000US17031431301",17031431301,"Census Tract 4313.01, Cook County, Illinois",2966,1397,1569,503,548,1626,289,15,2852,0,12,87,"25815","32.5","14.8"
"455","1400000US17031431302",17031431302,"Census Tract 4313.02, Cook County, Illinois",3426,1301,2125,929,824,1365,308,1,3327,0,31,67,"21348","29.5","9.4"
"456","1400000US17031431400",17031431400,"Census Tract 4314, Cook County, Illinois",6126,2660,3466,998,594,3563,971,234,5624,34,71,163,"28605","29.1","9.6"
"457","1400000US17031440101",17031440101,"Census Tract 4401.01, Cook County, Illinois",4382,1793,2589,1047,690,2198,447,0,4285,21,68,8,"25307","32.2","17.8"
"458","1400000US17031440102",17031440102,"Census Tract 4401.02, Cook County, Illinois",3434,1716,1718,770,240,2116,308,22,3396,0,0,16,"30319","24.1","10.8"
"459","1400000US17031440201",17031440201,"Census Tract 4402.01, Cook County, Illinois",5504,1901,3603,1068,689,2987,760,0,5325,0,12,167,"28056","24.0","14.1"
"460","1400000US17031440202",17031440202,"Census Tract 4402.02, Cook County, Illinois",3205,1294,1911,383,518,1618,686,0,3119,0,12,74,"27515","21.8","13.8"
"461","1400000US17031440300",17031440300,"Census Tract 4403, Cook County, Illinois",4695,1851,2844,594,600,2605,896,36,4581,1,1,76,"46371","10.7","8.5"
"462","1400000US17031440600",17031440600,"Census Tract 4406, Cook County, Illinois",2227,1010,1217,366,240,1249,372,0,2209,0,5,13,"57188","8.8","7.8"
"463","1400000US17031440700",17031440700,"Census Tract 4407, Cook County, Illinois",1782,789,993,354,196,926,306,28,1664,10,0,80,"42286","20.7","15.0"
"464","1400000US17031440800",17031440800,"Census Tract 4408, Cook County, Illinois",2035,861,1174,442,340,1064,189,16,2008,0,0,11,"25577","34.8","15.5"
"465","1400000US17031440900",17031440900,"Census Tract 4409, Cook County, Illinois",2871,1420,1451,626,356,1387,502,30,2759,0,12,70,"47315","7.5","11.6"
"466","1400000US17031450300",17031450300,"Census Tract 4503, Cook County, Illinois",3542,1566,1976,560,364,1906,712,116,3347,0,25,54,"39803","19.0","10.1"
"467","1400000US17031460100",17031460100,"Census Tract 4601, Cook County, Illinois",3428,1650,1778,918,385,1786,339,173,2542,0,672,41,"31267","25.6","10.3"
"468","1400000US17031460200",17031460200,"Census Tract 4602, Cook County, Illinois",2334,1064,1270,705,452,1030,147,406,704,0,1224,0,"24894","32.3","9.4"
"469","1400000US17031460301",17031460301,"Census Tract 4603.01, Cook County, Illinois",3209,1496,1713,864,565,1639,141,54,2083,0,1047,25,"35821","21.0","6.7"
"470","1400000US17031460302",17031460302,"Census Tract 4603.02, Cook County, Illinois",4240,1894,2346,860,753,2265,362,0,3980,95,165,0,"20945","37.7","13.9"
"471","1400000US17031460400",17031460400,"Census Tract 4604, Cook County, Illinois",3380,1405,1975,547,593,1664,576,20,3334,0,0,26,"41736","11.1","6.0"
"472","1400000US17031460500",17031460500,"Census Tract 4605, Cook County, Illinois",5818,2864,2954,1087,519,2894,1318,70,5639,0,0,109,"44496","10.9","6.1"
"473","1400000US17031460600",17031460600,"Census Tract 4606, Cook County, Illinois",1292,600,692,250,206,703,133,83,987,1,197,24,"21033","30.1","12.2"
"474","1400000US17031460700",17031460700,"Census Tract 4607, Cook County, Illinois",3583,1829,1754,1432,453,1554,144,63,1738,24,1748,10,"22753","57.9","11.8"
"475","1400000US17031461000",17031461000,"Census Tract 4610, Cook County, Illinois",1593,764,829,197,219,652,525,51,832,0,710,0,"16792","8.2","8.5"
"476","1400000US17031470100",17031470100,"Census Tract 4701, Cook County, Illinois",3374,1559,1815,736,455,1690,493,17,3357,0,0,0,"34948","25.7","12.0"
"477","1400000US17031480100",17031480100,"Census Tract 4801, Cook County, Illinois",2144,1038,1106,214,195,1128,607,28,2069,0,38,9,"66712","7.2","6.7"
"478","1400000US17031480200",17031480200,"Census Tract 4802, Cook County, Illinois",1358,496,862,118,103,767,370,0,1358,0,0,0,"44643","11.3","8.2"
"479","1400000US17031480300",17031480300,"Census Tract 4803, Cook County, Illinois",1383,653,730,257,117,658,351,11,1336,0,36,0,"54744","18.8","12.1"
"480","1400000US17031480400",17031480400,"Census Tract 4804, Cook County, Illinois",6917,3043,3874,1303,629,3444,1541,75,6761,14,53,14,"59473","7.9","13.8"
"481","1400000US17031480500",17031480500,"Census Tract 4805, Cook County, Illinois",3058,1527,1531,738,335,1535,450,79,2645,0,312,22,"51953","12.9","9.4"
"482","1400000US17031490300",17031490300,"Census Tract 4903, Cook County, Illinois",2095,1054,1041,304,274,1130,387,14,2019,0,32,30,"38654","17.1","6.0"
"483","1400000US17031490400",17031490400,"Census Tract 4904, Cook County, Illinois",1269,479,790,269,176,650,174,0,1269,0,0,0,"52500","21.0","12.2"
"484","1400000US17031490500",17031490500,"Census Tract 4905, Cook County, Illinois",2396,1112,1284,400,620,947,429,55,2127,32,167,15,"47426","7.4","10.7"
"485","1400000US17031490600",17031490600,"Census Tract 4906, Cook County, Illinois",1323,638,685,282,86,635,320,3,1253,40,1,26,"44167","12.7","11.0"
"486","1400000US17031490700",17031490700,"Census Tract 4907, Cook County, Illinois",3346,1641,1705,507,615,1606,618,6,3304,0,0,36,"55275","14.6","8.6"
"487","1400000US17031490800",17031490800,"Census Tract 4908, Cook County, Illinois",4029,1648,2381,664,348,2238,779,59,3870,0,19,81,"41554","8.0","7.3"
"488","1400000US17031490901",17031490901,"Census Tract 4909.01, Cook County, Illinois",3866,1846,2020,783,558,1791,734,62,3713,33,44,14,"30991","24.8","13.3"
"489","1400000US17031490902",17031490902,"Census Tract 4909.02, Cook County, Illinois",5739,2563,3176,1378,591,2802,968,0,5728,0,0,11,"43200","10.1","6.5"
"490","1400000US17031491000",17031491000,"Census Tract 4910, Cook County, Illinois",5512,2458,3054,1282,1340,2273,617,37,5306,0,54,115,"25855","32.2","16.0"
"491","1400000US17031491100",17031491100,"Census Tract 4911, Cook County, Illinois",5091,2334,2757,1050,729,2206,1106,108,4976,0,7,0,"45734","20.3","8.1"
"492","1400000US17031491200",17031491200,"Census Tract 4912, Cook County, Illinois",2756,1268,1488,562,263,1459,472,30,2699,0,27,0,"50156","15.5","12.8"
